dist_pertrip,,,,,,,,
7.969445494,,,,,,,,
8.484148113,8.442155052,8.442155052,,,,,,
7.711149732,7.207490553,7.207490553,,,,,,
8.25424453,8.48850838,8.48850838,,,,,,
8.286535768,7.961022769,7.961022769,,,,,,
7.927088093,7.586017889,7.586017889,,,,,,
6.088860386,6.091097045,6.091097045,,,,,,
7.445125105,9.69636982,9.69636982,,,,,,
9.285372296,9.890096039,9.890096039,,,,,,
8.570501552,7.319477899,7.319477899,,,,,,
8.390639922,7.763580017,7.763580017,,,,,,
9.302200107,8.791516205,8.791516205,,,,,,
8.030555567,6.845940198,6.845940198,,,,,,
6.610735948,6.527958823,6.527958823,,,,,,
7.802663322,9.359793014,9.359793014,,,,,,
9.385048449,9.538209087,9.538209087,,,,,,
7.809522315,6.598741849,6.598741849,,,,,,
8.33534185,8.463931365,8.463931365,,,,,,
9.170629323,8.724668027,8.724668027,,,,,,
7.927207138,6.854791573,6.854791573,,,,,,
6.544991215,6.547297104,6.547297104,,,,,,
8.068959841,9.776461028,9.776461028,,,,,,
9.430900309,9.268485768,9.268485768,,,,,,
8.822061093,7.418055771,7.418055771,,,,,,
8.524316377,7.662362361,7.662362361,,,,,,
9.065554001,8.433502471,8.433502471,,,,,vm,7.931323337
7.469771219,6.534105446,6.534105446,,,,,,
6.317360867,6.706587151,6.706587151,,,,,,
7.786149086,9.773727281,9.773727281,,,,,,
9.58793509,9.765074419,9.765074419,,,,,,
8.418303005,6.962619396,6.962619396,,,,,,
8.643857084,8.142470832,8.142470832,,,,,,
9.314580709,8.545331593,8.545331593,,,,,,
7.893329411,6.720012869,6.720012869,,,,,,
6.098778159,6.127111677,6.127111677,,,,,,
7.435911357,9.668621406,9.668621406,,,,,,
9.308545811,9.927064046,9.927064046,,,,,,
8.687401837,7.400844124,7.400844124,,,,,,
8.962833936,8.181418846,8.181418846,,,,,,
9.233357149,8.169349417,8.169349417,,,,,,
8.083889162,6.942787983,6.942787983,,,,,,
6.450409291,6.32761591,6.32761591,,,,,,
1.074363218,1.320799958,1.320799958,,,,,,
7.514779037,55.46745902,55.46745902,,,,,,
9.576700878,10.1058511,10.1058511,,,,,,
8.807882277,7.293378727,7.293378727,,,,,,
8.791388562,7.915150215,7.915150215,,,,,,
9.390567464,8.470470787,8.470470787,,,,,,
7.561051038,6.385038493,6.385038493,,,,,,
6.204638896,6.507400386,6.507400386,,,,,,
2.77666296,3.548786262,3.548786262,,,,,,
8.300248579,23.7050633,23.7050633,,,,,,
9.13191232,8.724565778,8.724565778,,,,,,
8.548539232,7.423408563,7.423408563,,,,,,
8.94944385,8.301896711,8.301896711,,,,,,
9.066070652,8.033341677,8.033341677,,,,,,
8.018514385,7.013713163,7.013713163,,,,,,
6.158917879,6.090931117,6.090931117,,,,,,
8.34510947,10.74486126,10.74486126,,,,,,
8.66857788,8.237378172,8.237378172,,,,,,
8.529653821,7.802912512,7.802912512,,,,,,
8.391408931,7.801474036,7.801474036,,,,,,
9.160434089,8.65673964,8.65673964,,,,,,
8.063427315,6.980343725,6.980343725,,,,,,
6.147354733,6.045633095,6.045633095,,,,,,
7.668878335,9.892743763,9.892743763,,,,,,
8.730896788,9.028179677,9.028179677,,,,,,
8.83066166,8.020613307,8.020613307,,,,,,
8.991353179,8.074302182,8.074302182,,,,,,
9.531492023,8.406380023,8.406380023,,,,,,
8.138025949,6.770665665,6.770665665,,,,,,
6.074562605,5.919283345,5.919283345,,,,,,
3.263849656,4.260772249,4.260772249,,,,,,
7.560754403,18.3699584,18.3699584,,,,,,
8.986857733,9.425750133,9.425750133,,,,,,
8.833361216,7.794554729,7.794554729,,,,,,
8.59279864,7.714039033,7.714039033,,,,,,
8.9690129,8.277195274,8.277195274,,,,,,
7.87504947,6.962766471,6.962766471,,,,,,
6.085091261,6.127551818,6.127551818,,,,,,
7.59538465,9.898191776,9.898191776,,,,,,
9.056797142,9.45579515,9.45579515,,,,,,
8.578853668,7.511519638,7.511519638,,,,,,
8.48687391,7.844977046,7.844977046,,,,,,
8.625662079,8.059681458,8.059681458,,,,,,
8.085066519,7.433003624,7.433003624,,,,,,
6.316351555,6.195207883,6.195207883,,,,,,
0.470426715,0.590607381,0.590607381,,,,,,
8.704878263,146.738445,8.553427703,,,,,,
9.389224071,8.553427703,7.394045395,,,,,,
8.754646785,7.394045395,7.897872558,,,,,,
8.719178386,7.897872558,7.984252004,,,,,,
8.778829445,7.984252004,7.001261448,,,,,,
7.750678455,7.001261448,6.453157999,,,,,,
6.307232367,6.453157999,0.820759177,,,,,,
0.652801872,0.820759177,88.63916425,,,,,,
7.296823752,88.63916425,11.35014115,,,,,,
10.4438814,11.35014115,6.631906326,,,,,,
8.734280343,6.631906326,8.357347287,,,,,,
9.204970256,8.357347287,8.354887029,,,,,,
9.69816981,8.354887029,6.854570211,,,,,,
8.382949039,6.854570211,5.828906411,,,,,,
6.161844312,5.828906411,9.179895592,,,,,,
7.133050118,9.179895592,10.05315939,,,,,,
9.042836033,10.05315939,7.904001802,,,,,,
9.013189445,7.904001802,7.42336007,,,,,,
8.437345603,7.42336007,8.429950796,,,,,,
8.969282255,8.429950796,6.935902248,,,,,,
7.844901003,6.935902248,6.212789967,,,,,,
6.14611882,6.212789967,10.1825833,,,,,,
7.891975643,10.1825833,8.80606471,,,,,,
8.763839622,8.80606471,7.893162197,,,,,,
8.723128323,7.893162197,7.750880754,,,,,,
8.526094254,7.750880754,8.129609507,,,,,,
8.740708311,8.129609507,7.1738107,,,,,,
7.907211451,7.1738107,6.401235749,,,,,,
6.382840431,6.401235749,,,,,,,
