"SETTLEMENT_PERIOD","halfhourlysolar","halfhourlywind","demand"
11,6.05753424657534,1405.90410958904,23516
11,6.05753424657534,1405.90410958904,22239
11,6.05753424657534,1405.90410958904,20963
11,6.05753424657534,1405.90410958904,20721
11,6.05753424657534,1405.90410958904,21686
11,6.05753424657534,1405.90410958904,24738
11,6.05753424657534,1405.90410958904,22358
11,6.05753424657534,1405.90410958904,20563
11,6.05753424657534,1405.90410958904,22530
11,6.05753424657534,1405.90410958904,23303
11,6.05753424657534,1405.90410958904,20572
11,6.05753424657534,1405.90410958904,19203
11,6.05753424657534,1405.90410958904,23342
11,6.05753424657534,1405.90410958904,23917
11,6.05753424657534,1405.90410958904,21992
11,6.05753424657534,1405.90410958904,23164
11,6.05753424657534,1405.90410958904,21959
11,6.05753424657534,1405.90410958904,23171
11,6.05753424657534,1405.90410958904,19981
11,6.05753424657534,1405.90410958904,21026
11,6.05753424657534,1405.90410958904,22256
11,6.05753424657534,1405.90410958904,21077
11,6.05753424657534,1405.90410958904,22023
11,6.05753424657534,1405.90410958904,22355
11,6.05753424657534,1405.90410958904,20899
11,6.05753424657534,1405.90410958904,20912
11,6.05753424657534,1405.90410958904,22387
11,6.05753424657534,1405.90410958904,22921
11,6.05753424657534,1405.90410958904,23415
11,6.05753424657534,1405.90410958904,22553
11,6.05753424657534,1405.90410958904,20830
11,6.05753424657534,1405.90410958904,16915
11,6.05753424657534,1405.90410958904,18190
11,6.05753424657534,1405.90410958904,19144
11,6.05753424657534,1405.90410958904,18884
11,6.05753424657534,1405.90410958904,19646
11,6.05753424657534,1405.90410958904,17109
11,6.05753424657534,1405.90410958904,16664
12,38.427397260274,1406.45479452055,21483
12,38.427397260274,1406.45479452055,21422
12,38.427397260274,1406.45479452055,20914
12,38.427397260274,1406.45479452055,23143
12,38.427397260274,1406.45479452055,24770
12,38.427397260274,1406.45479452055,25778
12,38.427397260274,1406.45479452055,26686
12,38.427397260274,1406.45479452055,26331
12,38.427397260274,1406.45479452055,24881
12,38.427397260274,1406.45479452055,23155
12,38.427397260274,1406.45479452055,23232
12,38.427397260274,1406.45479452055,23511
12,38.427397260274,1406.45479452055,24871
12,38.427397260274,1406.45479452055,23870
12,38.427397260274,1406.45479452055,25706
12,38.427397260274,1406.45479452055,21315
12,38.427397260274,1406.45479452055,20673
12,38.427397260274,1406.45479452055,22889
12,38.427397260274,1406.45479452055,22380
12,38.427397260274,1406.45479452055,21166
12,38.427397260274,1406.45479452055,22022
12,38.427397260274,1406.45479452055,23877
12,38.427397260274,1406.45479452055,23239
12,38.427397260274,1406.45479452055,23260
12,38.427397260274,1406.45479452055,24912
12,38.427397260274,1406.45479452055,26159
12,38.427397260274,1406.45479452055,24857
12,38.427397260274,1406.45479452055,22609
12,38.427397260274,1406.45479452055,21918
12,38.427397260274,1406.45479452055,20088
12,38.427397260274,1406.45479452055,21818
12,38.427397260274,1406.45479452055,25120
12,38.427397260274,1406.45479452055,23310
12,38.427397260274,1406.45479452055,23621
12,38.427397260274,1406.45479452055,24268
12,38.427397260274,1406.45479452055,23590
12,38.427397260274,1406.45479452055,22114
12,38.427397260274,1406.45479452055,19747
12,38.427397260274,1406.45479452055,23862
12,38.427397260274,1406.45479452055,26185
12,38.427397260274,1406.45479452055,26649
12,38.427397260274,1406.45479452055,27419
12,38.427397260274,1406.45479452055,26587
12,38.427397260274,1406.45479452055,24247
12,38.427397260274,1406.45479452055,22079
12,38.427397260274,1406.45479452055,24467
12,38.427397260274,1406.45479452055,22096
12,38.427397260274,1406.45479452055,21996
12,38.427397260274,1406.45479452055,21110
12,38.427397260274,1406.45479452055,21811
12,38.427397260274,1406.45479452055,19121
12,38.427397260274,1406.45479452055,19894
12,38.427397260274,1406.45479452055,22642
12,38.427397260274,1406.45479452055,20309
12,38.427397260274,1406.45479452055,19976
12,38.427397260274,1406.45479452055,22068
12,38.427397260274,1406.45479452055,23928
12,38.427397260274,1406.45479452055,21878
12,38.427397260274,1406.45479452055,21083
12,38.427397260274,1406.45479452055,22791
12,38.427397260274,1406.45479452055,24017
12,38.427397260274,1406.45479452055,24484
12,38.427397260274,1406.45479452055,23939
12,38.427397260274,1406.45479452055,24050
12,38.427397260274,1406.45479452055,23308
12,38.427397260274,1406.45479452055,21786
12,38.427397260274,1406.45479452055,24237
12,38.427397260274,1406.45479452055,24353
12,38.427397260274,1406.45479452055,20864
12,38.427397260274,1406.45479452055,21450
12,38.427397260274,1406.45479452055,21376
12,38.427397260274,1406.45479452055,19522
12,38.427397260274,1406.45479452055,19278
12,38.427397260274,1406.45479452055,22269
12,38.427397260274,1406.45479452055,23253
12,38.427397260274,1406.45479452055,23906
12,38.427397260274,1406.45479452055,23609
12,38.427397260274,1406.45479452055,23163
12,38.427397260274,1406.45479452055,21563
12,38.427397260274,1406.45479452055,19745
12,38.427397260274,1406.45479452055,22935
12,38.427397260274,1406.45479452055,23199
12,38.427397260274,1406.45479452055,22849
12,38.427397260274,1406.45479452055,22140
12,38.427397260274,1406.45479452055,19455
12,38.427397260274,1406.45479452055,19198
12,38.427397260274,1406.45479452055,17536
12,38.427397260274,1406.45479452055,19328
12,38.427397260274,1406.45479452055,22284
12,38.427397260274,1406.45479452055,21127
12,38.427397260274,1406.45479452055,19040
12,38.427397260274,1406.45479452055,20105
12,38.427397260274,1406.45479452055,18983
12,38.427397260274,1406.45479452055,19744
12,38.427397260274,1406.45479452055,17050
12,38.427397260274,1406.45479452055,21490
12,38.427397260274,1406.45479452055,23540
12,38.427397260274,1406.45479452055,22902
12,38.427397260274,1406.45479452055,22763
12,38.427397260274,1406.45479452055,21392
12,38.427397260274,1406.45479452055,20765
12,38.427397260274,1406.45479452055,23443
12,38.427397260274,1406.45479452055,24394
12,38.427397260274,1406.45479452055,23882
12,38.427397260274,1406.45479452055,23419
12,38.427397260274,1406.45479452055,24113
12,38.427397260274,1406.45479452055,22190
12,38.427397260274,1406.45479452055,20566
12,38.427397260274,1406.45479452055,22343
12,38.427397260274,1406.45479452055,22289
12,38.427397260274,1406.45479452055,20981
12,38.427397260274,1406.45479452055,22378
12,38.427397260274,1406.45479452055,21654
12,38.427397260274,1406.45479452055,19353
12,38.427397260274,1406.45479452055,18019
12,38.427397260274,1406.45479452055,21105
12,38.427397260274,1406.45479452055,21690
12,38.427397260274,1406.45479452055,20495
12,38.427397260274,1406.45479452055,22523
12,38.427397260274,1406.45479452055,22324
12,38.427397260274,1406.45479452055,19891
12,38.427397260274,1406.45479452055,19332
12,38.427397260274,1406.45479452055,18743
12,38.427397260274,1406.45479452055,18622
12,38.427397260274,1406.45479452055,21555
12,38.427397260274,1406.45479452055,22742
12,38.427397260274,1406.45479452055,22130
12,38.427397260274,1406.45479452055,18101
12,38.427397260274,1406.45479452055,16927
12,38.427397260274,1406.45479452055,19753
12,38.427397260274,1406.45479452055,20637
12,38.427397260274,1406.45479452055,20638
12,38.427397260274,1406.45479452055,20551
12,38.427397260274,1406.45479452055,20574
12,38.427397260274,1406.45479452055,18728
12,38.427397260274,1406.45479452055,17760
12,38.427397260274,1406.45479452055,19899
12,38.427397260274,1406.45479452055,20194
12,38.427397260274,1406.45479452055,20053
12,38.427397260274,1406.45479452055,19929
12,38.427397260274,1406.45479452055,18847
12,38.427397260274,1406.45479452055,18080
12,38.427397260274,1406.45479452055,17594
12,38.427397260274,1406.45479452055,19859
12,38.427397260274,1406.45479452055,19833
12,38.427397260274,1406.45479452055,20751
12,38.427397260274,1406.45479452055,20737
12,38.427397260274,1406.45479452055,19688
12,38.427397260274,1406.45479452055,17997
12,38.427397260274,1406.45479452055,16648
12,38.427397260274,1406.45479452055,17221
12,38.427397260274,1406.45479452055,18155
12,38.427397260274,1406.45479452055,18079
12,38.427397260274,1406.45479452055,18796
12,38.427397260274,1406.45479452055,18388
12,38.427397260274,1406.45479452055,17227
12,38.427397260274,1406.45479452055,16266
12,38.427397260274,1406.45479452055,18457
12,38.427397260274,1406.45479452055,19115
12,38.427397260274,1406.45479452055,18986
12,38.427397260274,1406.45479452055,18956
12,38.427397260274,1406.45479452055,18031
12,38.427397260274,1406.45479452055,16927
12,38.427397260274,1406.45479452055,16207
12,38.427397260274,1406.45479452055,18083
12,38.427397260274,1406.45479452055,18968
12,38.427397260274,1406.45479452055,18947
12,38.427397260274,1406.45479452055,19990
12,38.427397260274,1406.45479452055,18788
12,38.427397260274,1406.45479452055,17404
12,38.427397260274,1406.45479452055,16151
12,38.427397260274,1406.45479452055,17808
12,38.427397260274,1406.45479452055,18839
12,38.427397260274,1406.45479452055,19248
12,38.427397260274,1406.45479452055,19337
12,38.427397260274,1406.45479452055,18529
12,38.427397260274,1406.45479452055,16912
12,38.427397260274,1406.45479452055,15584
12,38.427397260274,1406.45479452055,18405
12,38.427397260274,1406.45479452055,19286
12,38.427397260274,1406.45479452055,18717
12,38.427397260274,1406.45479452055,19026
12,38.427397260274,1406.45479452055,19033
12,38.427397260274,1406.45479452055,17364
12,38.427397260274,1406.45479452055,16178
12,38.427397260274,1406.45479452055,18110
12,38.427397260274,1406.45479452055,18701
12,38.427397260274,1406.45479452055,18837
12,38.427397260274,1406.45479452055,18793
12,38.427397260274,1406.45479452055,19188
12,38.427397260274,1406.45479452055,17454
12,38.427397260274,1406.45479452055,16252
12,38.427397260274,1406.45479452055,18354
12,38.427397260274,1406.45479452055,18750
12,38.427397260274,1406.45479452055,18600
12,38.427397260274,1406.45479452055,18499
12,38.427397260274,1406.45479452055,18941
12,38.427397260274,1406.45479452055,17431
12,38.427397260274,1406.45479452055,16295
12,38.427397260274,1406.45479452055,19249
12,38.427397260274,1406.45479452055,20002
12,38.427397260274,1406.45479452055,20097
12,38.427397260274,1406.45479452055,19753
12,38.427397260274,1406.45479452055,19452
12,38.427397260274,1406.45479452055,16520
12,38.427397260274,1406.45479452055,16215
12,38.427397260274,1406.45479452055,18340
12,38.427397260274,1406.45479452055,18773
12,38.427397260274,1406.45479452055,18262
12,38.427397260274,1406.45479452055,16886
12,38.427397260274,1406.45479452055,17748
12,38.427397260274,1406.45479452055,16514
12,38.427397260274,1406.45479452055,16001
12,38.427397260274,1406.45479452055,17604
12,38.427397260274,1406.45479452055,18147
12,38.427397260274,1406.45479452055,18280
12,38.427397260274,1406.45479452055,17871
12,38.427397260274,1406.45479452055,17572
12,38.427397260274,1406.45479452055,15662
12,38.427397260274,1406.45479452055,14576
12,38.427397260274,1406.45479452055,17620
12,38.427397260274,1406.45479452055,18439
12,38.427397260274,1406.45479452055,18510
12,38.427397260274,1406.45479452055,18505
12,38.427397260274,1406.45479452055,17867
12,38.427397260274,1406.45479452055,16829
12,38.427397260274,1406.45479452055,16076
12,38.427397260274,1406.45479452055,17196
12,38.427397260274,1406.45479452055,18259
12,38.427397260274,1406.45479452055,18835
12,38.427397260274,1406.45479452055,19469
12,38.427397260274,1406.45479452055,19520
12,38.427397260274,1406.45479452055,18114
12,38.427397260274,1406.45479452055,16914
12,38.427397260274,1406.45479452055,19047
12,38.427397260274,1406.45479452055,19235
12,38.427397260274,1406.45479452055,19576
12,38.427397260274,1406.45479452055,19229
12,38.427397260274,1406.45479452055,19127
12,38.427397260274,1406.45479452055,17717
12,38.427397260274,1406.45479452055,16357
12,38.427397260274,1406.45479452055,16973
12,38.427397260274,1406.45479452055,18427
12,38.427397260274,1406.45479452055,19190
12,38.427397260274,1406.45479452055,19546
12,38.427397260274,1406.45479452055,19666
12,38.427397260274,1406.45479452055,17709
12,38.427397260274,1406.45479452055,16467
12,38.427397260274,1406.45479452055,19123
12,38.427397260274,1406.45479452055,19648
12,38.427397260274,1406.45479452055,19877
12,38.427397260274,1406.45479452055,20521
12,38.427397260274,1406.45479452055,19917
12,38.427397260274,1406.45479452055,17738
12,38.427397260274,1406.45479452055,17181
12,38.427397260274,1406.45479452055,18583
12,38.427397260274,1406.45479452055,19423
12,38.427397260274,1406.45479452055,19865
12,38.427397260274,1406.45479452055,19580
12,38.427397260274,1406.45479452055,19472
12,38.427397260274,1406.45479452055,18091
12,38.427397260274,1406.45479452055,16561
12,38.427397260274,1406.45479452055,18663
12,38.427397260274,1406.45479452055,19607
12,38.427397260274,1406.45479452055,18872
12,38.427397260274,1406.45479452055,17871
12,38.427397260274,1406.45479452055,18396
12,38.427397260274,1406.45479452055,18207
12,38.427397260274,1406.45479452055,16729
12,38.427397260274,1406.45479452055,17348
12,38.427397260274,1406.45479452055,18597
12,38.427397260274,1406.45479452055,18362
12,38.427397260274,1406.45479452055,18506
12,38.427397260274,1406.45479452055,18420
12,38.427397260274,1406.45479452055,17570
12,38.427397260274,1406.45479452055,16749
12,38.427397260274,1406.45479452055,19296
12,38.427397260274,1406.45479452055,19640
12,38.427397260274,1406.45479452055,19271
12,38.427397260274,1406.45479452055,19926
12,38.427397260274,1406.45479452055,19867
12,38.427397260274,1406.45479452055,18833
12,38.427397260274,1406.45479452055,17636
12,38.427397260274,1406.45479452055,19579
12,38.427397260274,1406.45479452055,20304
12,38.427397260274,1406.45479452055,20973
12,38.427397260274,1406.45479452055,20419
12,38.427397260274,1406.45479452055,20144
12,38.427397260274,1406.45479452055,19427
12,38.427397260274,1406.45479452055,16853
12,38.427397260274,1406.45479452055,19829
12,38.427397260274,1406.45479452055,19835
12,38.427397260274,1406.45479452055,19966
12,38.427397260274,1406.45479452055,19130
12,38.427397260274,1406.45479452055,20006
12,38.427397260274,1406.45479452055,19752
12,38.427397260274,1406.45479452055,16709
12,38.427397260274,1406.45479452055,19648
12,38.427397260274,1406.45479452055,20582
12,38.427397260274,1406.45479452055,18461
12,38.427397260274,1406.45479452055,18438
12,38.427397260274,1406.45479452055,19586
12,38.427397260274,1406.45479452055,18467
12,38.427397260274,1406.45479452055,16560
12,38.427397260274,1406.45479452055,19283
12,38.427397260274,1406.45479452055,22794
12,38.427397260274,1406.45479452055,23381
12,38.427397260274,1406.45479452055,22264
12,38.427397260274,1406.45479452055,24040
12,38.427397260274,1406.45479452055,19626
12,38.427397260274,1406.45479452055,17716
12,38.427397260274,1406.45479452055,22681
12,38.427397260274,1406.45479452055,20940
12,38.427397260274,1406.45479452055,22559
12,38.427397260274,1406.45479452055,22718
12,38.427397260274,1406.45479452055,19989
12,38.427397260274,1406.45479452055,19149
12,38.427397260274,1406.45479452055,19353
12,38.427397260274,1406.45479452055,22075
12,38.427397260274,1406.45479452055,23056
12,38.427397260274,1406.45479452055,22150
12,38.427397260274,1406.45479452055,21586
12,38.427397260274,1406.45479452055,21867
12,38.427397260274,1406.45479452055,19667
12,38.427397260274,1406.45479452055,18588
12,38.427397260274,1406.45479452055,23085
12,38.427397260274,1406.45479452055,24885
12,38.427397260274,1406.45479452055,24557
12,38.427397260274,1406.45479452055,23363
12,38.427397260274,1406.45479452055,21886
12,38.427397260274,1406.45479452055,21133
12,38.427397260274,1406.45479452055,21791
12,38.427397260274,1406.45479452055,26041
12,38.427397260274,1406.45479452055,23322
12,38.427397260274,1406.45479452055,21675
12,38.427397260274,1406.45479452055,23628
12,38.427397260274,1406.45479452055,24573
12,38.427397260274,1406.45479452055,20884
12,38.427397260274,1406.45479452055,19363
12,38.427397260274,1406.45479452055,24482
12,38.427397260274,1406.45479452055,25039
12,38.427397260274,1406.45479452055,22973
12,38.427397260274,1406.45479452055,24665
12,38.427397260274,1406.45479452055,23037
12,38.427397260274,1406.45479452055,23712
12,38.427397260274,1406.45479452055,20044
12,38.427397260274,1406.45479452055,22129
12,38.427397260274,1406.45479452055,23205
12,38.427397260274,1406.45479452055,22176
12,38.427397260274,1406.45479452055,23506
12,38.427397260274,1406.45479452055,23430
12,38.427397260274,1406.45479452055,21399
12,38.427397260274,1406.45479452055,21111
12,38.427397260274,1406.45479452055,23365
12,38.427397260274,1406.45479452055,23911
12,38.427397260274,1406.45479452055,24367
12,38.427397260274,1406.45479452055,23352
12,38.427397260274,1406.45479452055,21603
12,38.427397260274,1406.45479452055,17046
12,38.427397260274,1406.45479452055,18419
12,38.427397260274,1406.45479452055,19448
12,38.427397260274,1406.45479452055,19161
12,38.427397260274,1406.45479452055,20383
12,38.427397260274,1406.45479452055,17541
12,38.427397260274,1406.45479452055,17106
13,115.865753424658,1406.15890410959,22125
13,115.865753424658,1406.15890410959,22421
13,115.865753424658,1406.15890410959,21727
13,115.865753424658,1406.15890410959,25390
13,115.865753424658,1406.15890410959,27047
13,115.865753424658,1406.15890410959,28057
13,115.865753424658,1406.15890410959,28710
13,115.865753424658,1406.15890410959,28441
13,115.865753424658,1406.15890410959,25965
13,115.865753424658,1406.15890410959,23800
13,115.865753424658,1406.15890410959,25352
13,115.865753424658,1406.15890410959,25504
13,115.865753424658,1406.15890410959,26917
13,115.865753424658,1406.15890410959,25777
13,115.865753424658,1406.15890410959,27791
13,115.865753424658,1406.15890410959,22485
13,115.865753424658,1406.15890410959,21551
13,115.865753424658,1406.15890410959,25092
13,115.865753424658,1406.15890410959,24530
13,115.865753424658,1406.15890410959,23190
13,115.865753424658,1406.15890410959,24179
13,115.865753424658,1406.15890410959,25977
13,115.865753424658,1406.15890410959,24314
13,115.865753424658,1406.15890410959,23941
13,115.865753424658,1406.15890410959,26959
13,115.865753424658,1406.15890410959,28036
13,115.865753424658,1406.15890410959,26774
13,115.865753424658,1406.15890410959,24726
13,115.865753424658,1406.15890410959,24300
13,115.865753424658,1406.15890410959,21169
13,115.865753424658,1406.15890410959,22661
13,115.865753424658,1406.15890410959,27220
13,115.865753424658,1406.15890410959,25679
13,115.865753424658,1406.15890410959,25961
13,115.865753424658,1406.15890410959,26556
13,115.865753424658,1406.15890410959,25854
13,115.865753424658,1406.15890410959,23248
13,115.865753424658,1406.15890410959,20590
13,115.865753424658,1406.15890410959,26010
13,115.865753424658,1406.15890410959,28254
13,115.865753424658,1406.15890410959,28980
13,115.865753424658,1406.15890410959,29299
13,115.865753424658,1406.15890410959,28695
13,115.865753424658,1406.15890410959,25312
13,115.865753424658,1406.15890410959,22636
13,115.865753424658,1406.15890410959,26449
13,115.865753424658,1406.15890410959,24254
13,115.865753424658,1406.15890410959,24151
13,115.865753424658,1406.15890410959,23063
13,115.865753424658,1406.15890410959,23657
13,115.865753424658,1406.15890410959,20166
13,115.865753424658,1406.15890410959,20710
13,115.865753424658,1406.15890410959,24805
13,115.865753424658,1406.15890410959,22592
13,115.865753424658,1406.15890410959,22315
13,115.865753424658,1406.15890410959,24079
13,115.865753424658,1406.15890410959,26212
13,115.865753424658,1406.15890410959,23232
13,115.865753424658,1406.15890410959,22003
13,115.865753424658,1406.15890410959,25171
13,115.865753424658,1406.15890410959,26335
13,115.865753424658,1406.15890410959,26790
13,115.865753424658,1406.15890410959,26089
13,115.865753424658,1406.15890410959,26307
13,115.865753424658,1406.15890410959,24528
13,115.865753424658,1406.15890410959,22639
13,115.865753424658,1406.15890410959,26792
13,115.865753424658,1406.15890410959,26933
13,115.865753424658,1406.15890410959,23206
13,115.865753424658,1406.15890410959,23702
13,115.865753424658,1406.15890410959,23513
13,115.865753424658,1406.15890410959,20551
13,115.865753424658,1406.15890410959,20026
13,115.865753424658,1406.15890410959,24622
13,115.865753424658,1406.15890410959,25304
13,115.865753424658,1406.15890410959,26054
13,115.865753424658,1406.15890410959,25761
13,115.865753424658,1406.15890410959,25112
13,115.865753424658,1406.15890410959,22484
13,115.865753424658,1406.15890410959,20346
13,115.865753424658,1406.15890410959,25074
13,115.865753424658,1406.15890410959,25091
13,115.865753424658,1406.15890410959,25142
13,115.865753424658,1406.15890410959,24190
13,115.865753424658,1406.15890410959,21404
13,115.865753424658,1406.15890410959,20148
13,115.865753424658,1406.15890410959,18133
13,115.865753424658,1406.15890410959,21330
13,115.865753424658,1406.15890410959,24471
13,115.865753424658,1406.15890410959,23058
13,115.865753424658,1406.15890410959,21040
13,115.865753424658,1406.15890410959,21184
13,115.865753424658,1406.15890410959,19898
13,115.865753424658,1406.15890410959,20114
13,115.865753424658,1406.15890410959,18072
13,115.865753424658,1406.15890410959,23363
13,115.865753424658,1406.15890410959,25344
13,115.865753424658,1406.15890410959,24589
13,115.865753424658,1406.15890410959,24627
13,115.865753424658,1406.15890410959,22138
13,115.865753424658,1406.15890410959,21309
13,115.865753424658,1406.15890410959,25384
13,115.865753424658,1406.15890410959,26257
13,115.865753424658,1406.15890410959,25392
13,115.865753424658,1406.15890410959,25064
13,115.865753424658,1406.15890410959,25683
13,115.865753424658,1406.15890410959,22997
13,115.865753424658,1406.15890410959,20955
13,115.865753424658,1406.15890410959,24410
13,115.865753424658,1406.15890410959,24270
13,115.865753424658,1406.15890410959,22751
13,115.865753424658,1406.15890410959,24772
13,115.865753424658,1406.15890410959,23879
13,115.865753424658,1406.15890410959,20170
13,115.865753424658,1406.15890410959,18413
13,115.865753424658,1406.15890410959,23253
13,115.865753424658,1406.15890410959,23889
13,115.865753424658,1406.15890410959,22408
13,115.865753424658,1406.15890410959,24544
13,115.865753424658,1406.15890410959,24328
13,115.865753424658,1406.15890410959,20596
13,115.865753424658,1406.15890410959,19861
13,115.865753424658,1406.15890410959,19377
13,115.865753424658,1406.15890410959,21192
13,115.865753424658,1406.15890410959,23613
13,115.865753424658,1406.15890410959,24884
13,115.865753424658,1406.15890410959,24197
13,115.865753424658,1406.15890410959,19058
13,115.865753424658,1406.15890410959,17509
13,115.865753424658,1406.15890410959,21588
13,115.865753424658,1406.15890410959,22721
13,115.865753424658,1406.15890410959,22434
13,115.865753424658,1406.15890410959,22464
13,115.865753424658,1406.15890410959,22554
13,115.865753424658,1406.15890410959,19682
13,115.865753424658,1406.15890410959,18343
13,115.865753424658,1406.15890410959,22006
13,115.865753424658,1406.15890410959,21974
13,115.865753424658,1406.15890410959,21952
13,115.865753424658,1406.15890410959,21753
13,115.865753424658,1406.15890410959,20669
13,115.865753424658,1406.15890410959,18993
13,115.865753424658,1406.15890410959,18042
13,115.865753424658,1406.15890410959,22043
13,115.865753424658,1406.15890410959,22051
13,115.865753424658,1406.15890410959,22728
13,115.865753424658,1406.15890410959,22931
13,115.865753424658,1406.15890410959,21660
13,115.865753424658,1406.15890410959,18836
13,115.865753424658,1406.15890410959,17057
13,115.865753424658,1406.15890410959,17964
13,115.865753424658,1406.15890410959,19759
13,115.865753424658,1406.15890410959,19638
13,115.865753424658,1406.15890410959,20390
13,115.865753424658,1406.15890410959,19890
13,115.865753424658,1406.15890410959,18031
13,115.865753424658,1406.15890410959,16740
13,115.865753424658,1406.15890410959,20323
13,115.865753424658,1406.15890410959,20818
13,115.865753424658,1406.15890410959,20811
13,115.865753424658,1406.15890410959,20892
13,115.865753424658,1406.15890410959,19839
13,115.865753424658,1406.15890410959,17713
13,115.865753424658,1406.15890410959,16666
13,115.865753424658,1406.15890410959,19985
13,115.865753424658,1406.15890410959,20783
13,115.865753424658,1406.15890410959,20800
13,115.865753424658,1406.15890410959,21694
13,115.865753424658,1406.15890410959,20637
13,115.865753424658,1406.15890410959,18326
13,115.865753424658,1406.15890410959,16730
13,115.865753424658,1406.15890410959,19603
13,115.865753424658,1406.15890410959,20767
13,115.865753424658,1406.15890410959,21053
13,115.865753424658,1406.15890410959,21111
13,115.865753424658,1406.15890410959,20118
13,115.865753424658,1406.15890410959,17842
13,115.865753424658,1406.15890410959,16048
13,115.865753424658,1406.15890410959,20266
13,115.865753424658,1406.15890410959,21264
13,115.865753424658,1406.15890410959,20679
13,115.865753424658,1406.15890410959,20783
13,115.865753424658,1406.15890410959,20823
13,115.865753424658,1406.15890410959,18212
13,115.865753424658,1406.15890410959,16558
13,115.865753424658,1406.15890410959,19991
13,115.865753424658,1406.15890410959,20448
13,115.865753424658,1406.15890410959,20781
13,115.865753424658,1406.15890410959,20678
13,115.865753424658,1406.15890410959,20882
13,115.865753424658,1406.15890410959,18312
13,115.865753424658,1406.15890410959,16663
13,115.865753424658,1406.15890410959,19971
13,115.865753424658,1406.15890410959,20436
13,115.865753424658,1406.15890410959,20354
13,115.865753424658,1406.15890410959,20133
13,115.865753424658,1406.15890410959,20519
13,115.865753424658,1406.15890410959,18252
13,115.865753424658,1406.15890410959,16610
13,115.865753424658,1406.15890410959,21068
13,115.865753424658,1406.15890410959,21578
13,115.865753424658,1406.15890410959,21796
13,115.865753424658,1406.15890410959,21351
13,115.865753424658,1406.15890410959,20937
13,115.865753424658,1406.15890410959,17476
13,115.865753424658,1406.15890410959,16635
13,115.865753424658,1406.15890410959,19890
13,115.865753424658,1406.15890410959,20134
13,115.865753424658,1406.15890410959,19773
13,115.865753424658,1406.15890410959,18517
13,115.865753424658,1406.15890410959,19248
13,115.865753424658,1406.15890410959,17243
13,115.865753424658,1406.15890410959,16467
13,115.865753424658,1406.15890410959,19280
13,115.865753424658,1406.15890410959,19777
13,115.865753424658,1406.15890410959,19741
13,115.865753424658,1406.15890410959,19317
13,115.865753424658,1406.15890410959,19006
13,115.865753424658,1406.15890410959,16532
13,115.865753424658,1406.15890410959,14986
13,115.865753424658,1406.15890410959,19188
13,115.865753424658,1406.15890410959,19902
13,115.865753424658,1406.15890410959,20065
13,115.865753424658,1406.15890410959,20128
13,115.865753424658,1406.15890410959,19303
13,115.865753424658,1406.15890410959,17632
13,115.865753424658,1406.15890410959,16506
13,115.865753424658,1406.15890410959,18876
13,115.865753424658,1406.15890410959,19937
13,115.865753424658,1406.15890410959,20396
13,115.865753424658,1406.15890410959,20939
13,115.865753424658,1406.15890410959,21019
13,115.865753424658,1406.15890410959,18898
13,115.865753424658,1406.15890410959,17223
13,115.865753424658,1406.15890410959,20622
13,115.865753424658,1406.15890410959,20732
13,115.865753424658,1406.15890410959,21165
13,115.865753424658,1406.15890410959,20563
13,115.865753424658,1406.15890410959,20493
13,115.865753424658,1406.15890410959,18338
13,115.865753424658,1406.15890410959,16747
13,115.865753424658,1406.15890410959,17759
13,115.865753424658,1406.15890410959,20048
13,115.865753424658,1406.15890410959,20499
13,115.865753424658,1406.15890410959,21172
13,115.865753424658,1406.15890410959,21391
13,115.865753424658,1406.15890410959,18526
13,115.865753424658,1406.15890410959,16891
13,115.865753424658,1406.15890410959,21156
13,115.865753424658,1406.15890410959,21619
13,115.865753424658,1406.15890410959,21638
13,115.865753424658,1406.15890410959,22651
13,115.865753424658,1406.15890410959,22015
13,115.865753424658,1406.15890410959,18550
13,115.865753424658,1406.15890410959,17481
13,115.865753424658,1406.15890410959,21037
13,115.865753424658,1406.15890410959,21498
13,115.865753424658,1406.15890410959,22339
13,115.865753424658,1406.15890410959,21839
13,115.865753424658,1406.15890410959,21694
13,115.865753424658,1406.15890410959,19100
13,115.865753424658,1406.15890410959,17312
13,115.865753424658,1406.15890410959,21213
13,115.865753424658,1406.15890410959,21878
13,115.865753424658,1406.15890410959,21141
13,115.865753424658,1406.15890410959,20101
13,115.865753424658,1406.15890410959,20411
13,115.865753424658,1406.15890410959,19080
13,115.865753424658,1406.15890410959,17440
13,115.865753424658,1406.15890410959,19506
13,115.865753424658,1406.15890410959,20913
13,115.865753424658,1406.15890410959,20732
13,115.865753424658,1406.15890410959,20701
13,115.865753424658,1406.15890410959,20610
13,115.865753424658,1406.15890410959,18777
13,115.865753424658,1406.15890410959,17483
13,115.865753424658,1406.15890410959,21806
13,115.865753424658,1406.15890410959,22091
13,115.865753424658,1406.15890410959,21546
13,115.865753424658,1406.15890410959,22217
13,115.865753424658,1406.15890410959,22205
13,115.865753424658,1406.15890410959,19975
13,115.865753424658,1406.15890410959,18255
13,115.865753424658,1406.15890410959,22147
13,115.865753424658,1406.15890410959,22705
13,115.865753424658,1406.15890410959,23546
13,115.865753424658,1406.15890410959,22833
13,115.865753424658,1406.15890410959,22527
13,115.865753424658,1406.15890410959,20599
13,115.865753424658,1406.15890410959,17534
13,115.865753424658,1406.15890410959,22152
13,115.865753424658,1406.15890410959,21916
13,115.865753424658,1406.15890410959,22400
